text,label
What time will a transfer from the US take?,67
When will the money reach my  account?,67
I am not able to verify my id. Why?,68
Are there any reasons that my identity wouldn't be accepted even though everything I've provided is factual?,68
I am having some difficulty verifying my id.,68
What proof do you need for my identification?,68
Can you help me with proving my identity?,68
How do I verify my identity online,69
How do I verify my identity?,69
I need to verify my identity. How do I do that?,69
What do you require for identity verification?,69
How can I prove I am me?,69
Can I check to see where the funds came from?,70
where exactly does money come from,70
Where did my money come from?,70
What are the sources for the funds in my account?,70
need to know where money comes from,70
Tell me about verifying top-up,71
Do you know how I can verify that I did a top-up to my card?,71
The top-up card is verified how?,71
where is the code for verifying the top up card?,71
What is the verification code for my top up card?,71
Why won't my virtual card work?,72
Can I use my virtual card to complete transactions for memberships?,72
Why isn't my disposable virtual card working?,72
My virtual card is just not going through.,72
My virtual card isn't working.,72
is it just visa or can i also use mastercard?,73
I do not want a VISA card.,73
"I prefer using Mastercard, can I substitute?",73
I prefer Mastecard.,73
Is there a way I can have a mastercard?,73
I answered so many questions about my identity. Why do you need this info?,74
DO you know the reason for the identity check?,74
I do not feel comfortable verifying my identity.,74
Why do you have an identity check?,74
Why on earth do you need so much personal id info from me?,74
Why is my cash request and the amount I received different?,75
"I tried to withdraw $100, all it gave me was $20.",75
Why did I only receive a partial amount of what I tried to withdraw?,75
why did i only get 20.00,75
my atm transaction was wrong,75
I got less cash because of the exchange rate.,76
Why is the fee for taking money out so high?  I feel I was overcharged and I would have never used this ATM if I would have known ahead of time.,76
I believe a wrong exchange rate was applied towards a cash transaction I made abroad.,76
"When I got my cash, the amount was not what it should have been, based on the exchange rate.",76
The wrong exchange rate was applied to me while pulling out cash.,76
