text,label
Can you explain this surcharge applied to my card purchase?,15
I should not be paying extra just to use my card.,15
A merchant payment included a fee from your side.,15
What is this additional charge attached to my card transaction?,15
Please reverse the card payment fee that appeared today.,15
Is there any reason card purchases are incurring fees?,15
I was billed more than the purchase amount due to a fee.,15
Can you clarify when card payment fees apply?,15
I see a service fee after paying with my card in-store.,15
This card transaction shows a processing fee unexpectedly.,15
Are card payment fees avoidable for standard purchases?,15
I need details about a fee charged during card payment.,15
There is a card payment I do not recognize in my history.,16
I was charged by an unknown merchant without my approval.,16
This transaction was not made by me; please check it.,16
I see an unfamiliar card purchase and want to dispute it.,16
Someone used my card for a payment I did not authorize.,16
How do I report a suspicious card payment?,16
My statement shows a merchant I have never used.,16
Please help me with an unauthorized card transaction.,16
Can you block my card after this unknown payment?,16
A fraudulent purchase appeared on my account.,16
I need to raise a chargeback for this card transaction.,16
This card payment looks like fraud to me.,16
I did not make this purchase shown in the app.,16
Can you investigate an unrecognized card charge?,16
There is a payment from a strange vendor on my card.,16
The exchange rate on my card payment looks incorrect.,17
I was overcharged due to a poor FX rate at purchase.,17
Why is the conversion rate so different from market rate?,17
This foreign-currency card payment used a bad exchange rate.,17
Can you explain the FX rate applied to my transaction?,17
I expected interbank rate but got a worse conversion.,17
My international purchase shows an unfavorable rate.,17
Was dynamic currency conversion used on this payment?,17
The app conversion for my card charge seems too high.,17
Please review the exchange rate on yesterday's payment.,17
I think the currency conversion charge is wrong.,17
Can you verify if the merchant applied extra FX markup?,17
This cross-border payment used an unexpected conversion rate.,17
Why does my converted amount exceed the expected value?,17
I need clarification on exchange-rate pricing for card payments.,17
The ATM kept my card and did not return it.,18
My card was swallowed by a cash machine just now.,18
What should I do after an ATM retained my card?,18
I tried to withdraw cash and the ATM captured my card.,18
Can you help if my card is stuck inside the ATM?,18
The machine ended the session and kept my card.,18
I need urgent help because the ATM retained my card.,18
How do I recover a card that an ATM took?,18
An ATM in another city kept my card unexpectedly.,18
Should I freeze my card if the ATM did not return it?,18
Who contacts the ATM owner when a card is retained?,18
My withdrawal failed and the ATM still kept the card.,18
Please advise next steps after ATM card capture.,18
Can you issue a replacement after ATM retention?,18
I cannot retrieve my card from the ATM slot.,18
I was charged a fee for withdrawing cash from ATM.,19
Why is there an extra cash withdrawal charge?,19
My ATM withdrawal included an unexpected fee.,19
Can you explain this cash withdrawal commission?,19
I took out money and got billed an additional ATM fee.,19
Is this withdrawal surcharge from your bank or the ATM owner?,19
How can I avoid fees when withdrawing cash?,19
The fee on my cash withdrawal seems too high.,19
I need a breakdown of the ATM withdrawal charge.,19
Why did this ATM transaction cost more than requested amount?,19
I see a service charge after taking cash out.,19
Please review the fee applied to my recent withdrawal.,19
Are there free ATM options to avoid withdrawal charges?,19
This withdrawal fee was not shown clearly beforehand.,19
Can the cash withdrawal fee be refunded?,19
A cash withdrawal appears in my app but I did not make it.,20
I was charged for ATM cash that I never took out.,20
Why does my account show a withdrawal I do not recognize?,20
There is an unauthorized cash withdrawal on my card.,20
Please help me dispute a cash withdrawal that was not mine.,20
"I received a notification about withdrawing cash, but I did not do it.",20
Someone seems to have withdrawn money from my account without permission.,20
An ATM withdrawal is listed in my history and I did not perform it.,20
How can I report a fraudulent cash withdrawal transaction?,20
My statement includes a withdrawal from a location I never visited.,20
I think my card was used to withdraw cash by someone else.,20
Can you reverse an unknown cash withdrawal on my account?,20
I noticed cash missing due to a withdrawal I did not authorize.,20
There is a suspicious ATM withdrawal in my recent transactions.,20
Please investigate this cash withdrawal because it was not me.,20
How can I change the PIN for my card?,21
I want to update my current PIN code to a new one.,21
Can I reset my card PIN from the app?,21
Where can I go to change my card PIN safely?,21
What steps are required to set a different PIN?,21
Is it possible to change my PIN at any ATM?,21
I forgot my old PIN and need to create a new one.,21
Please tell me how to modify my card PIN.,21
Can I choose my own PIN number for this card?,21
Do I need to verify identity before changing the PIN?,21
I need instructions to replace my existing PIN.,21
How long does it take for a PIN change to become active?,21
Can customer support help me change my PIN?,21
I want to set a more secure PIN on my card.,21
Is there any fee for changing my card PIN?,21
I think my card is being used fraudulently.,22
There are transactions I did not make on my account.,22
My card activity looks suspicious and unauthorized.,22
Please block my card because I see possible fraud.,22
I found unknown charges and need to report fraud.,22
Someone may have stolen my card details.,22
How do I secure my account after fraudulent payments?,22
Can you help me dispute card transactions caused by fraud?,22
I do not recognize multiple purchases in my timeline.,22
My account appears compromised due to strange charges.,22
I need urgent help with suspected card fraud.,22
Unknown merchants charged my card today.,22
How can I freeze my card immediately for fraud protection?,22
I received transaction alerts for payments I did not authorize.,22
Please investigate these fraudulent transactions on my card.,22
My contactless payment is not working at terminals.,23
Tap-to-pay stopped working on my card.,23
Why does contactless fail even though the card is active?,23
I cannot pay by tapping my card on buses or stores.,23
Contactless gets declined while chip payments still work.,23
How do I re-enable contactless payments?,23
My phone and card both fail for contactless transactions.,23
Is there a limit that disabled my tap payments?,23
Contactless was working before and now it does not.,23
What should I check if NFC card payments are failing?,23
Can you troubleshoot my non-working contactless feature?,23
I keep getting errors when trying to tap and pay.,23
Does contactless require activation after receiving a new card?,23
Tap payments are repeatedly rejected at the checkout.,23
Please help fix contactless payment failures.,23
Which countries can I open an account from?,24
In what regions is this card service available?,24
Can I apply for a card if I live in the United States?,24
Please share the list of supported countries.,24
Is your service available for residents of Canada?,24
What countries are currently eligible for signup?,24
Do you support card issuance in my country?,24
Where can I use this banking service as a resident?,24
Are there any restricted countries for account creation?,24
Can travelers from unsupported countries still use the app?,24
I want to know whether my country is in your coverage.,24
Is card delivery available outside Europe?,24
How can I check if my location is supported?,24
Do you plan to expand to additional countries soon?,24
Tell me all markets where your cards are offered.,24
My card payment was declined and I do not know why.,25
The card does not work at shops even with enough balance.,25
Why is my card getting rejected at checkout?,25
I cannot complete purchases because my card keeps failing.,25
Can you explain repeated declines on my card?,25
My new card is active but payments still do not go through.,25
Online and in-store card transactions are both declined.,25
What should I do if every card payment fails?,25
The terminal says declined whenever I use my card.,25
I need help fixing my card payment issue quickly.,25
"Card transactions were fine before, now all are rejected.",25
Is there a security block causing card payment failures?,25
Could a damaged card cause payment declines everywhere?,25
How can I restore normal card payment functionality?,25
Please troubleshoot why my card is not working.,25
ATM withdrawal was declined even though I have funds.,26
Why can I not withdraw cash from the cash machine?,26
My card gets declined every time I try to take cash out.,26
I could not withdraw money at the ATM today.,26
What causes cash withdrawal attempts to be rejected?,26
The ATM says transaction declined for cash withdrawal.,26
I need cash but my withdrawal keeps failing.,26
Can you check why my ATM withdrawal was denied?,26
I was unable to access cash from multiple ATMs.,26
Is there a withdrawal limit blocking my transaction?,26
"My account balance is fine, but ATM withdrawal is declined.",26
Please help with repeated declined cash withdrawals.,26
Do I need to enable something before using ATM withdrawals?,26
The machine rejected my cash withdrawal request again.,26
How do I fix a declined cash withdrawal problem?,26
My bank transfer was declined and did not send.,27
Why was my transfer request rejected?,27
I keep getting transfer declined messages.,27
A transfer I tried to make failed immediately.,27
Can you explain why my outgoing transfer was refused?,27
The app says transfer declined every time I submit.,27
How can I complete a transfer that keeps failing?,27
My transfer was not processed and shows declined status.,27
I attempted a transfer twice and both were rejected.,27
Is there a verification issue causing transfer declines?,27
What checks should I do when transfers are declined?,27
Please help me resolve declined bank transfer errors.,27
I cannot send money because all transfers are rejected.,27
Why does my transfer fail even with correct recipient details?,27
I need support for repeatedly declined transfer attempts.,27
I found a direct debit in my history that I did not authorize.,28
There is an unknown direct debit on my account.,28
Can I dispute an old direct debit I just noticed?,28
Please help me report a suspicious direct debit charge.,28
I do not recognize this company taking money via direct debit.,28
How do I challenge a direct debit that is not mine?,28
An unexpected direct debit appeared in my statements.,28
I need to cancel and dispute an unauthorized direct debit.,28
Is it possible to raise a claim for a past direct debit?,28
I see a direct debit payment I never approved.,28
Please investigate this unfamiliar direct debit transaction.,28
Can I recover funds from a fraudulent direct debit?,28
My account shows recurring direct debit charges I do not know.,28
I want to file a complaint about an incorrect direct debit.,28
There is a direct debit error on my record; what can I do?,28
How do disposable virtual cards work in this app?,29
Can I create a new disposable card for each purchase?,29
Are there limits on using disposable cards online?,29
How many disposable virtual cards can I generate?,29
Can disposable cards be used for subscriptions?,29
What are the restrictions for disposable card payments?,29
Do disposable cards expire after one transaction?,29
Can I enable disposable cards on my account?,29
Why can I not access the disposable card feature?,29
Are disposable cards available on all plan tiers?,29
Can I use disposable cards in any currency?,29
Is there a daily cap for disposable card creation?,29
Do merchants treat disposable cards differently?,29
How do I turn on disposable virtual card protection?,29
Please explain eligibility and usage rules for disposable cards.,29
I need to update my personal details in my profile.,30
How can I change my home address on my account?,30
I recently moved and need to edit my address information.,30
Can I update my legal name in the app after marriage?,30
Please tell me how to change my personal information.,30
I entered the wrong address and want to correct it.,30
Where can I edit my date of birth and contact details?,30
I want to update my surname and mailing address.,30
How do I submit a request to change account details?,30
My profile data is outdated and needs to be changed.,30
Can support help me modify my registered address?,30
I need to change the name shown on my account.,30
What documents are required to update personal details?,30
I would like to replace my old address with a new one.,30
How do I correct incorrect personal information in the app?,30
What fee do you charge for exchanging currencies?,31
Are there any extra charges when I convert money?,31
How much does a foreign exchange transaction cost?,31
Please explain your currency conversion fee structure.,31
Do you apply hidden fees during FX exchange?,31
Is there a commission for exchanging USD to EUR?,31
Why was I charged a fee on my currency exchange?,31
Can you show the exact fee for currency conversion?,31
Is exchanging currencies free on my current plan?,31
What is the percentage fee for FX conversions?,31
Do exchange fees differ on weekdays and weekends?,31
I need details about costs for changing currencies.,31
Is there a discount on exchange fees for frequent users?,31
How can I avoid high fees when converting currency?,31
Tell me the total fee applied to my recent exchange.,31
What exchange rate will I get if I convert today?,32
Can you show the current FX rate for USD to GBP?,32
How is the exchange rate calculated in your app?,32
I want to check the live conversion rate before exchanging.,32
Is your exchange rate the same as the market rate?,32
What rate applies to conversions on weekends?,32
Please tell me the current rate between EUR and USD.,32
Why does my conversion amount differ from expected rate?,32
Where can I see the exact rate used for my trade?,32
Do you use interbank rates for currency conversion?,32
How often are your foreign exchange rates updated?,32
Can I lock an exchange rate before confirming conversion?,32
What rate will apply if I exchange right now?,32
I need to verify the FX rate used for my transaction.,32
Does the app display a preview of the conversion rate?,32
How do I exchange one currency for another in the app?,33
Can I convert AUD to GBP from my account balance?,33
I want to switch money from USD into EUR.,33
Is it possible to exchange between two currencies instantly?,33
Please guide me through converting GBP to USD.,33
Can I exchange currencies directly inside the app wallet?,33
What steps are needed to change my balance currency?,33
I need to convert funds from EUR to PLN.,33
Does your app support currency-to-currency exchange?,33
Can I move money between my currency balances?,33
Where is the option to exchange currency in the app?,33
Can I convert part of my balance into another currency?,33
I want to exchange funds before traveling abroad.,33
Is there a minimum amount required for currency exchange?,33
How quickly is an in-app currency exchange completed?,33
Why is there a small extra charge on my card statement?,34
I noticed a one-dollar charge I do not understand.,34
Can you explain this temporary 1 euro charge?,34
"My statement shows a tiny extra fee, what is it?",34
Why do I see a small verification charge on my card?,34
There is an unexpected one-pound transaction on my account.,34
Is the small card charge a merchant verification hold?,34
Please clarify this additional minor amount on my statement.,34
I was billed an extra 1 unit after card usage.,34
Can the small charge on my statement be reversed?,34
What causes a one-dollar authorization charge?,34
I need help understanding this tiny extra card transaction.,34
Why did an extra one-euro amount appear after purchase?,34
Is this small extra charge permanent or temporary?,34
Please investigate the minor fee showing in my statement.,34
My transfer failed and did not go through.,35
Why was my bank transfer rejected?,35
I tried several times but the transfer keeps failing.,35
Can you explain why my transfer was not completed?,35
The app says transfer failed every time I submit.,35
My outgoing transfer is stuck in failed status.,35
How do I fix a failed money transfer?,35
What causes standard transfers to fail unexpectedly?,35
I cannot send money because my transfer is unsuccessful.,35
Please help me resolve repeated transfer failures.,35
I entered correct details but transfer still failed.,35
Is there a service issue causing transfer errors?,35
"My transfer was canceled automatically, why?",35
I need urgent help with a failed account transfer.,35
Can you retry or restore my failed transfer request?,35
How many currencies can I hold in my account?,36
Can I keep balances in multiple currencies at once?,36
Which currencies are supported for account balances?,36
Is there a limit to the number of currencies I can hold?,36
"Can I add EUR, USD, and GBP balances together?",36
Do you support holding money in foreign currencies?,36
What currency wallets can I open in the app?,36
Can I store funds in several currencies simultaneously?,36
Is JPY available as a balance currency?,36
How do I enable additional currency balances?,36
Can I maintain both local and foreign currency balances?,36
Please list the currencies available to hold.,36
Does my plan limit how many currencies I can keep?,36
Are all supported currencies available in every country?,36
I want to check if multi-currency holding is enabled.,36
How can I get a disposable virtual card?,37
Where do I enable disposable cards in the app?,37
I want to create a one-time virtual card for online shopping.,37
Can I use disposable cards for safer internet payments?,37
What are disposable virtual cards used for?,37
Why can I not find the disposable card option?,37
Do disposable cards regenerate after each transaction?,37
How do I request access to disposable card feature?,37
Are disposable virtual cards available on my plan?,37
Can I create multiple disposable cards per day?,37
Please explain how one-time cards work.,37
Is there any fee to use disposable virtual cards?,37
Can disposable cards be used at any online merchant?,37
I need help activating disposable card protection.,37
How quickly can I start using disposable virtual cards?,37
Where can I find my card PIN in the app?,38
I never received my PIN and need help retrieving it.,38
How do I view or reset the PIN for cash withdrawals?,38
Is the card PIN sent separately from the card?,38
"My PIN did not arrive, what should I do next?",38
Can I set a PIN if I do not have one yet?,38
Please tell me how to access my card PIN securely.,38
I forgot my PIN and need to recover it.,38
Can support provide instructions for getting my PIN?,38
Why can I not see the card PIN details?,38
Do I need to activate the card before viewing the PIN?,38
How can I generate a new PIN for my card?,38
I need the PIN urgently for ATM usage.,38
Where exactly is the PIN section located in the app?,38
What verification is required before showing the PIN?,38
How can I order an extra physical card?,39
I want a second card for a family member.,39
Are there fees for issuing additional cards?,39
Can I request another card linked to my account?,39
How much does an extra card cost?,39
"I need a spare card, how do I apply?",39
Is there a monthly charge for additional cards?,39
Can I create multiple extra cards on one account?,39
What are the limits for ordering extra cards?,39
Please explain pricing for second physical cards.,39
Can I send an additional card to a different address?,39
How long does delivery take for extra cards?,39
Is my plan eligible for supplementary cards?,39
I would like to add another card for my child.,39
Where in the app can I request an extra card?,39
How do I create a virtual card in the app?,40
I want to order a new virtual card today.,40
Can I get a virtual card for online purchases?,40
Where is the option to request a virtual card?,40
Please help me generate a virtual card.,40
I need a virtual card but cannot find how to set it up.,40
Can I open multiple virtual cards on one account?,40
How quickly can I start using a virtual card?,40
Is there a fee for creating a virtual card?,40
I have not received my virtual card details yet.,40
Can support issue me a new virtual card?,40
I want a temporary virtual card for safer checkout.,40
Why is virtual card creation failing for my account?,40
Is my plan eligible for virtual cards?,40
Please show steps to activate a virtual card.,40
My card was stolen and I need to report it immediately.,41
I lost my wallet and my card is missing.,41
How do I freeze a lost card right now?,41
Please block my card because it was stolen.,41
What should I do after losing my physical card?,41
Can you help me replace a card that was stolen?,41
I cannot find my card and I am worried about fraud.,41
How fast can I get a replacement for a lost card?,41
Someone took my card; please secure my account.,41
I need to report a missing card and order a new one.,41
My card disappeared today; how do I disable it?,41
Can I track card activity after reporting it lost?,41
I think my card was stolen at a store.,41
Please cancel my missing card and issue a replacement.,41
Urgent help needed: I lost my card.,41
"My phone was stolen, how do I secure my account?",42
I lost my phone and need to protect app access.,42
What should I do first after my phone is stolen?,42
Can you log me out from a lost mobile device?,42
How do I prevent someone from opening my banking app?,42
I cannot find my phone; please help secure my profile.,42
Should I freeze cards if my phone was stolen?,42
How can I disable app access from my old phone?,42
"My device is gone, what security steps are required?",42
Please guide me through account protection after phone theft.,42
Can support block access from a stolen handset?,42
"I left my phone on a train, what should I do now?",42
How do I recover account control with a new phone?,42
I am worried someone can use my app from my lost phone.,42
Need urgent advice for phone loss and account safety.,42
How can I order a physical card?,43
What is the price of a physical card delivery?,43
Can I request a physical card from the app?,43
Do I need to pay for getting a physical card?,43
Where can you ship a physical card to?,43
How long does physical card shipping usually take?,43
"I want a plastic card, how do I apply?",43
Is physical card issuance free on my plan?,43
Can I order a physical card to my current address?,43
Please tell me all fees for a physical card.,43
How do I upgrade from virtual to physical card?,43
Can I track my physical card delivery status?,43
I need to request a replacement physical card.,43
Is express shipping available for physical cards?,43
What are the steps to receive a physical card?,43
I forgot my app password and cannot sign in.,44
How do I reset my forgotten passcode?,44
I do not remember my login credentials anymore.,44
Please help me recover access after forgetting password.,44
What is the process to change a forgotten passcode?,44
I am locked out because I forgot my password.,44
Can I restore account access without my old passcode?,44
I need password reset instructions urgently.,44
My passcode is incorrect and I cannot enter the app.,44
Where can I trigger a password recovery flow?,44
"I cannot recall my passcode, what should I do?",44
How many failed attempts before account lockout?,44
Can support verify me and reset my password?,44
I forgot both password and passcode for the app.,44
Please guide me through login recovery steps.,44
Why is my card payment still pending?,45
A purchase remains in pending status for too long.,45
Can you explain what pending card payment means?,45
My transaction has not completed and shows pending.,45
How long do pending card payments usually take?,45
I made a payment but it has not posted yet.,45
Is there an issue if payment status stays pending?,45
Can a pending payment be canceled or reversed?,45
Why is merchant charge still pending in my app?,45
I need help with a stuck pending card transaction.,45
My payment was approved but still marked pending.,45
When will this pending payment settle completely?,45
Please check why my recent payment is pending.,45
I see pending card charges from this morning.,45
Do pending payments affect available balance immediately?,45
Why is my cash withdrawal showing as pending?,46
I already received cash but status is still pending.,46
ATM withdrawal has not settled yet in the app.,46
How long does a pending cash withdrawal take to clear?,46
My withdrawal transaction is stuck in pending state.,46
Can you check this pending ATM withdrawal for me?,46
"I took cash out, but account still says pending.",46
Is it normal for withdrawals to remain pending overnight?,46
Please explain pending status on my cash withdrawal.,46
Why has my withdrawal not posted as completed yet?,46
Can a pending withdrawal be reversed automatically?,46
I need help with delayed settlement of ATM cash withdrawal.,46
The cash withdrawal appears twice and one is pending.,46
When will my pending cash withdrawal finalize?,46
My ATM transaction has been pending for too long.,46
My card top up is pending and not reflected in balance.,47
How long does a top up take to complete?,47
I added money but top up still shows pending.,47
Why is my top-up transaction delayed?,47
Can you check a pending top up on my account?,47
Top up was charged but funds are not available yet.,47
What causes top-up payments to stay pending?,47
My deposit by card is still pending in the app.,47
When will this pending top up be credited?,47
I need urgent help with a delayed top up.,47
Top-up request has not completed after several hours.,47
Is my pending top up likely to fail or settle later?,47
Please explain pending status for adding funds.,47
Balance did not update after initiating top up.,47
Can pending top-ups be canceled manually?,47
My bank transfer is pending for too long.,48
When will my pending transfer be completed?,48
I sent money and transfer status remains pending.,48
How long do outbound transfers usually stay pending?,48
Can you investigate a transfer that has not cleared?,48
My recipient has not received a transfer marked pending.,48
Why is my transfer still waiting to process?,48
Is it normal for SEPA transfer to remain pending?,48
Please help with delayed pending transfer settlement.,48
I need this transfer completed today but it is pending.,48
What can I do if my pending transfer is stuck?,48
My international transfer still has pending status.,48
Could incorrect details cause a transfer to stay pending?,48
Transfer was initiated yesterday and is still pending.,48
Can pending transfers be canceled before completion?,48
I entered the wrong PIN too many times and got blocked.,49
How can I unblock my card PIN after failed attempts?,49
My PIN is locked because I used incorrect code repeatedly.,49
Please help reset a blocked PIN quickly.,49
I exceeded PIN retries and now cannot use my card.,49
What should I do when PIN attempts are exhausted?,49
Can support unlock my PIN after too many failures?,49
My card says PIN blocked at the ATM.,49
How long does it take for blocked PIN to be unblocked?,49
I need to recover access after PIN lock.,49
